shop_id,2016/10/25  view,2016/10/26  view,2016/10/27  view,2016/10/28  view,2016/10/29  view,2016/10/30  view,2016/10/31  view
867,20,20,11,3,1,5,7
868,15,17,14,11,25,16,22
869,6,3,4,6,8,5,7
870,9,9,10,8,19,7,8
871,9,13,8,15,18,21,9
872,4,3,6,2,13,4,2
873,4,8,18,9,11,3,11
874,0,2,0,0,0,0,0
875,1,0,3,1,1,1,0
876,11,11,10,7,12,11,4
877,26,29,27,17,31,45,40
878,3,1,0,0,1,5,1
879,5,5,13,8,7,11,4
880,0,2,0,1,5,4,4
881,6,10,3,4,0,6,6
882,12,8,6,6,5,4,14
883,13,3,2,3,2,4,6
884,4,3,7,4,4,1,4
885,155,201,173,237,366,374,240
886,1,5,5,4,9,2,9
887,119,71,85,103,293,291,119
888,1,1,1,1,1,2,3
889,7,12,8,15,26,16,22
890,16,15,14,14,16,10,11
891,29,41,28,30,51,54,34
892,15,8,14,10,1,7,13
893,8,6,9,20,15,15,10
894,12,33,20,12,25,41,34
895,4,3,3,4,7,11,4
896,5,2,0,3,2,0,2
897,34,27,26,50,77,73,56
898,49,33,42,18,23,38,32
899,1,1,1,0,0,0,1
900,9,9,13,12,11,10,17
901,2,1,1,3,3,1,1
902,5,5,5,2,1,1,4
903,1,9,3,4,3,0,7
904,22,26,30,30,52,25,34
905,1,3,3,1,5,2,0
906,2,1,3,2,2,3,3
907,5,8,7,8,2,4,11
908,2,2,3,0,0,0,1
909,13,22,16,14,24,14,11
910,6,3,4,7,5,13,0
911,9,9,12,10,6,11,13
912,4,7,8,20,16,21,4
913,4,1,3,2,5,6,11
914,5,9,12,6,14,3,7
915,10,11,23,17,23,30,26
916,24,30,15,22,20,40,52
917,1,0,0,1,1,1,0
918,10,13,13,7,13,8,21
919,3,4,4,3,5,4,4
920,1,1,3,2,0,0,3
921,16,14,13,14,11,4,6
922,6,3,8,8,10,8,5
923,2,11,3,4,19,11,13
924,1,1,1,3,1,3,0
925,11,0,8,6,4,9,5
926,8,14,9,13,19,20,21
927,35,44,48,33,56,51,48
928,44,58,38,43,51,70,47
929,6,10,8,17,14,14,7
930,3,3,6,4,12,4,2
931,6,4,2,3,5,4,3
932,3,4,3,1,3,4,8
933,0,4,0,2,4,3,0
934,12,5,9,11,17,15,18
935,43,30,9,19,15,11,14
936,13,8,8,24,33,43,23
937,20,13,16,15,21,24,18
938,1,2,0,1,1,0,2
939,3,1,2,3,7,5,2
940,0,0,1,1,1,2,1
941,8,7,7,6,6,10,3
942,3,1,3,1,5,5,5
943,4,1,2,1,14,15,4
944,61,50,49,34,30,24,14
945,10,8,5,7,16,17,3
946,1,1,3,3,3,2,3
947,0,0,0,1,1,1,0
948,3,5,2,2,9,8,1
949,2,6,6,8,3,11,9
950,2,4,2,1,7,3,2
951,1,1,3,1,1,1,3
952,10,10,6,3,9,8,8
953,6,6,8,10,9,12,9
954,105,107,108,94,140,124,128
955,6,4,10,11,12,11,5
956,0,1,0,2,0,0,0
957,10,13,7,8,5,9,15
958,9,6,9,1,8,9,7
959,8,3,7,6,3,4,14
960,2,7,8,2,3,5,5
961,6,18,15,20,16,24,22
962,10,9,15,13,4,5,8
963,2,0,3,1,2,0,2
964,13,9,19,16,21,18,14
965,11,4,7,5,14,7,6
966,5,4,8,2,4,6,4
967,3,5,3,5,4,0,9
968,0,1,1,0,2,0,1
969,76,69,112,109,126,104,86
970,0,0,0,0,0,1,0
971,4,8,3,0,5,5,7
972,21,21,21,17,31,38,24
973,1,1,0,0,0,2,0
974,4,6,5,6,12,15,9
975,14,10,17,19,18,10,13
976,2,1,2,0,5,2,6
977,3,7,2,2,5,6,12
978,2,5,2,2,2,1,5
979,3,7,13,10,17,21,20
980,11,16,10,12,14,16,7
981,33,22,26,51,43,52,17
982,3,9,6,8,8,8,5
983,1,5,5,1,1,4,2
984,8,18,9,3,15,17,11
985,2,0,1,2,1,3,0
986,9,3,1,1,5,0,2
987,6,5,3,2,1,5,7
988,14,10,14,31,34,46,40
989,2,7,5,5,8,4,3
990,8,14,6,5,21,7,1
991,1,2,3,4,1,1,0
992,8,3,8,1,6,8,3
993,6,4,8,14,16,15,9
994,0,12,7,5,5,3,12
995,1,2,4,4,2,6,7
996,4,1,2,2,4,2,1
997,108,150,122,131,165,158,194
998,8,5,8,4,9,12,8
999,26,34,26,31,21,11,27
1000,38,50,50,45,52,70,58
1001,7,10,16,12,36,37,12
1002,2,1,5,5,5,4,3
1003,1,1,5,2,8,3,1
1004,2,1,2,5,3,0,2
1005,3,1,4,2,5,0,3
1006,26,11,21,34,20,34,30
1007,0,0,1,0,3,1,1
1008,65,66,66,60,57,86,54
1009,1,5,0,1,5,5,1
1010,4,3,4,5,4,4,4
1011,1,3,1,1,0,0,0
1012,4,4,0,3,4,3,8
1013,0,0,0,0,1,0,4
1014,3,4,8,9,3,2,6
1015,3,3,5,2,0,0,4
1016,4,2,4,6,3,2,3
1017,52,48,52,81,111,92,130
1018,7,7,5,11,11,15,16
1019,17,14,12,16,19,12,16
1020,0,0,0,0,0,0,0
1021,0,2,2,0,0,0,0
1022,1,0,1,2,0,2,1
1023,9,7,11,11,9,20,18
1024,0,1,0,1,0,0,0
1025,7,11,17,27,20,36,21
1026,13,3,13,13,8,8,22
1027,2,9,6,6,8,13,12
1028,1,0,1,0,0,0,0
1029,8,5,12,8,4,5,8
1030,11,10,12,11,3,2,23
1031,16,25,46,31,30,34,33
1032,8,9,17,16,14,19,19
1033,16,11,11,23,24,12,12
1034,18,25,24,15,23,25,31
1035,16,16,20,10,31,29,16
1036,5,5,3,4,7,8,9
1037,30,23,30,27,27,50,27
1038,4,0,2,1,5,3,2
1039,4,4,7,1,7,11,15
1040,7,5,5,11,4,5,13
1041,24,10,17,16,35,40,31
1042,5,4,7,14,23,12,8
1043,12,29,23,14,38,39,34
1044,20,30,41,21,28,53,43
1045,0,0,1,2,2,2,2
1046,0,0,0,1,1,1,2
1047,1,5,4,4,3,13,2
1048,0,0,0,1,0,0,2
1049,12,25,28,8,8,17,17
1050,0,1,2,2,0,6,6
1051,2,5,0,3,3,2,3
1052,5,7,15,14,15,31,22
1053,1,0,1,1,1,1,0
1054,9,4,8,3,8,6,1
1055,3,1,7,1,4,6,2
1056,0,5,3,3,1,3,2
1057,7,6,8,4,17,2,13
1058,4,2,3,1,0,6,3
1059,1,4,2,7,2,2,0
1060,2,3,6,2,9,7,2
1061,31,28,40,67,48,41,26
1062,10,4,5,12,10,11,50
1063,22,27,30,25,39,33,59
1064,1,0,1,2,2,2,1
1065,5,3,2,2,4,4,3
1066,9,10,12,7,15,18,7
1067,0,1,3,3,5,6,6
1068,5,5,3,1,3,1,4
1069,23,17,21,16,27,31,22
1070,6,4,6,3,2,4,2
1071,7,1,1,3,2,3,7
1072,7,8,12,14,10,15,14
1073,2,2,1,0,0,0,0
1074,1,4,3,1,4,3,3
1075,24,17,11,9,29,19,19
1076,3,1,3,2,6,0,5
1077,10,8,9,15,13,5,8
1078,8,7,14,10,15,17,16
1079,8,6,8,5,9,5,19
1080,6,8,7,19,7,3,4
1081,3,4,3,3,0,3,3
1082,4,4,8,13,7,2,5
1083,3,4,2,3,8,8,2
1084,7,10,9,7,7,24,3
1085,16,30,11,20,18,18,16
1086,1,2,3,3,9,12,7
1087,45,41,89,63,88,91,69
1088,8,6,5,4,12,9,5
1089,4,2,7,15,7,5,4
1090,1,1,2,0,4,1,2
1091,2,6,1,2,4,6,6
1092,10,9,16,16,13,16,14
1093,4,3,2,2,7,5,5
1094,26,12,20,20,28,28,21
1095,0,1,2,3,0,0,0
1096,2,3,7,3,1,2,2
1097,6,4,2,10,6,5,18
1098,1,3,5,6,2,3,0
1099,12,15,8,16,17,22,13
1100,1,2,8,2,3,1,2
1101,14,24,14,7,20,8,16
1102,47,56,51,68,56,54,43
1103,2,2,3,9,16,13,11
1104,19,11,25,12,24,45,25
1105,2,4,7,12,4,5,5
1106,2,1,1,4,3,3,0
1107,4,0,4,1,1,0,0
1108,119,140,145,139,256,200,138
1109,16,10,6,14,18,11,12
1110,4,4,8,7,3,6,6
1111,0,1,1,3,1,1,4
1112,6,18,13,23,13,28,13
1113,1,2,4,5,3,6,3
1114,3,3,11,10,4,4,9
1115,1,3,6,0,1,1,6
1116,8,10,9,7,1,15,18
1117,73,106,67,47,70,61,92
1118,18,12,21,16,36,34,13
1119,4,5,3,9,1,7,8
1120,16,8,20,13,20,9,9
1121,28,25,20,19,35,23,14
1122,7,4,7,2,13,10,4
1123,23,20,17,18,58,39,56
1124,0,7,1,0,3,4,1
1125,22,28,31,21,19,33,51
1126,21,20,30,21,27,18,12
1127,19,13,11,7,10,25,27
1128,64,79,62,67,83,117,105
1129,31,19,19,28,41,39,56
1130,2,0,7,2,2,0,1
1131,12,9,4,8,11,8,3
1132,4,1,0,1,4,0,0
1133,3,0,2,2,1,1,0
1134,7,5,6,11,9,1,11
1135,10,7,10,14,16,14,11
1136,3,2,11,3,4,4,1
1137,0,3,0,2,4,1,3
1138,1,1,2,3,5,1,5
1139,15,15,17,24,27,13,12
1140,3,6,8,8,3,2,3
1141,14,9,8,18,34,41,28
1142,233,223,332,312,478,445,433
1143,6,3,9,4,12,3,12
1144,3,1,2,4,21,6,3
1145,5,2,3,1,1,1,5
1146,1,1,9,0,5,8,7
1147,4,10,13,4,4,9,7
1148,0,1,0,0,2,2,0
1149,16,15,13,9,16,14,22
1150,5,11,17,14,17,29,36
1151,15,13,15,22,11,17,13
1152,2,5,8,5,10,7,10
1153,15,4,9,4,14,15,13
1154,2,9,9,6,8,7,4
1155,3,0,2,2,13,1,3
1156,23,24,30,34,53,79,63
1157,1,3,0,0,0,0,0
1158,0,0,0,2,0,2,0
1159,7,6,11,12,4,18,13
1160,0,0,0,1,1,0,0
1161,5,13,9,20,25,39,15
1162,3,8,7,4,4,1,5
1163,3,1,5,0,6,5,5
1164,7,13,8,3,4,6,11
1165,8,23,14,19,26,13,22
1166,19,8,11,12,15,12,11
1167,22,17,13,17,25,14,29
1168,11,23,19,21,44,41,53
1169,4,7,7,7,8,3,8
1170,2,0,3,1,1,2,0
1171,18,19,19,29,25,28,29
1172,60,58,79,51,140,76,91
1173,7,9,9,8,17,6,14
1174,1,0,0,2,0,0,4
1175,27,25,16,22,27,27,11
1176,8,2,3,5,11,7,10
1177,3,4,3,2,3,6,13
1178,8,15,11,11,8,3,11
1179,7,20,23,12,8,6,11
1180,4,0,4,4,6,6,1
1181,37,23,26,31,29,49,41
1182,3,0,2,7,3,3,1
1183,0,2,1,0,0,1,1
1184,3,6,4,7,7,4,10
1185,0,1,1,1,0,1,2
1186,3,0,0,0,0,0,0
1187,18,19,7,7,23,11,24
1188,8,2,2,4,4,8,1
1189,5,1,2,7,0,0,2
1190,43,47,60,50,60,65,62
1191,3,0,0,1,2,0,0
1192,8,7,10,10,19,20,9
1193,2,4,1,4,2,2,4
1194,1,2,5,6,3,5,4
1195,8,21,9,15,36,19,16
1196,6,8,13,5,26,24,18
1197,7,3,11,6,15,19,8
1198,2,2,0,3,1,2,1
1199,0,1,0,2,1,0,0
1200,0,0,2,0,1,2,0
1201,2,6,4,1,2,1,2
1202,36,57,47,45,54,41,44
1203,4,6,4,5,4,8,7
1204,1,2,5,4,6,6,3
1205,96,99,83,72,109,127,103
1206,0,0,2,2,0,0,0
1207,8,13,0,2,12,14,15
1208,13,13,12,13,14,12,12
1209,9,5,2,5,5,14,8
1210,36,22,35,34,35,47,30
1211,9,8,18,12,13,29,22
1212,3,0,0,0,1,3,3
1213,14,7,6,11,6,6,16
1214,2,0,1,3,3,0,2
1215,0,1,1,0,0,1,0
1216,3,3,4,6,11,4,3
1217,23,10,18,20,20,25,21
1218,1,1,0,0,0,0,0
1219,9,4,7,3,9,15,6
1220,3,0,0,0,0,0,0
1221,29,21,27,29,47,48,27
1222,7,8,1,4,2,4,2
1223,3,3,2,3,3,1,4
1224,8,5,5,10,7,2,10
1225,9,3,3,2,11,4,4
1226,5,4,9,6,14,16,16
1227,6,10,3,9,2,6,6
1228,5,4,1,4,3,5,6
1229,8,5,15,8,6,13,6
1230,9,6,3,1,1,3,5
1231,31,25,30,36,58,42,47
1232,1,0,0,1,2,1,1
1233,12,9,7,11,9,9,5
1234,3,14,5,7,13,24,8
1235,3,3,2,1,3,2,9
1236,0,0,0,0,1,0,1
1237,0,2,10,2,5,5,4
1238,1,1,1,0,0,0,1
1239,0,2,2,1,0,2,0
1240,0,2,0,1,1,1,3
1241,1,3,1,1,3,1,1
1242,73,44,139,126,111,74,63
1243,2,4,1,6,10,6,8
1244,20,35,10,20,30,27,23
1245,0,0,0,0,0,4,0
1246,5,0,4,0,2,4,0
1247,6,15,6,6,5,5,5
1248,1,0,0,0,0,0,0
1249,3,8,4,5,4,8,3
1250,0,1,1,1,1,2,1
1251,4,4,5,2,2,3,2
1252,18,18,12,27,36,37,27
1253,1,1,1,1,1,0,2
1254,14,8,8,7,13,10,8
1255,12,13,8,17,21,8,10
1256,6,1,9,5,2,6,7
1257,3,3,2,1,8,9,12
1258,6,10,8,11,8,11,13
1259,7,7,2,8,4,13,5
1260,5,2,4,5,4,9,3
1261,3,6,10,5,7,13,2
1262,2,4,3,4,5,2,2
1263,16,24,17,20,30,21,22
1264,15,17,25,17,30,24,18
1265,4,0,1,3,2,5,8
1266,1,2,0,2,3,1,3
1267,1,1,0,1,2,3,1
1268,7,3,3,2,3,6,3
1269,4,7,4,2,2,5,1
1270,30,32,23,8,15,24,11
1271,6,4,7,15,11,12,2
1272,0,2,1,3,1,0,0
1273,15,9,11,7,15,10,14
1274,0,0,2,0,1,2,0
1275,11,13,17,13,22,11,12
1276,7,8,10,4,10,7,6
1277,7,2,8,5,9,9,0
1278,1,5,5,2,3,6,3
1279,2,0,1,1,0,1,1
1280,1,1,1,4,2,8,6
1281,4,8,9,4,9,6,11
1282,33,23,22,23,33,46,29
1283,7,7,8,7,13,4,6
1284,23,23,13,7,13,32,12
1285,0,0,3,4,7,9,3
1286,9,17,33,26,15,19,20
1287,2,9,4,7,7,4,7
1288,14,23,8,4,9,4,2
1289,5,14,21,23,17,28,17
1290,9,6,8,4,6,19,6
1291,41,39,48,56,70,78,75
1292,46,53,46,50,26,68,43
1293,5,4,5,4,5,10,10
1294,10,20,18,6,11,20,22
1295,13,8,7,9,11,13,7
1296,6,7,11,14,31,36,19
1297,10,19,15,16,20,23,19
1298,3,7,8,8,3,9,13
1299,25,32,16,21,23,15,28
1300,4,3,3,3,3,3,5
1301,37,29,19,34,29,28,29
1302,14,15,30,26,34,39,28
1303,0,0,0,0,1,0,0
1304,10,5,1,4,13,6,13
1305,3,4,4,1,10,4,1
1306,1,7,3,4,5,13,0
1307,7,6,3,11,3,11,14
1308,9,9,8,6,17,13,7
1309,8,8,10,9,8,5,18
1310,18,5,11,13,7,14,15
1311,47,50,85,63,87,83,69
1312,22,25,41,22,20,27,33
1313,37,30,44,36,57,48,65
1314,14,19,28,24,12,20,14
1315,9,13,21,9,15,25,11
1316,4,6,4,1,1,6,7
1317,4,4,7,5,5,10,17
1318,0,4,1,5,2,3,2
1319,5,12,1,6,12,11,7
1320,3,2,4,3,3,3,9
1321,0,2,3,1,5,5,2
1322,431,490,780,624,822,693,541
1323,8,6,6,3,10,5,3
1324,8,15,11,6,7,6,9
1325,11,6,11,16,8,10,10
1326,6,3,8,8,19,16,5
1327,7,3,5,7,10,8,5
1328,8,7,10,12,15,19,19
1329,0,0,1,1,3,1,0
1330,22,42,18,9,24,16,17
1331,4,6,2,6,5,3,5
1332,17,22,15,7,31,31,22
1333,1,4,0,5,0,1,3
1334,0,0,1,0,1,4,0
1335,6,12,5,2,7,11,5
1336,2,0,0,0,0,1,0
1337,13,15,13,11,23,20,19
1338,18,37,27,27,21,17,26
1339,12,11,7,9,17,12,13
1340,26,26,44,45,57,50,64
1341,7,4,13,5,9,4,1
1342,6,3,4,6,12,5,5
1343,0,2,1,3,7,5,2
1344,2,0,4,1,1,2,1
1345,9,4,5,3,1,4,2
1346,27,18,22,19,41,39,35
1347,9,7,6,9,24,12,11
1348,17,7,9,27,14,29,24
1349,22,5,17,9,11,17,14
1350,35,30,32,26,78,49,43
1351,0,1,4,0,2,4,1
1352,6,20,7,8,19,6,7
1353,12,6,12,12,13,12,8
1354,2,9,10,6,19,14,3
1355,22,28,25,28,35,36,34
1356,17,30,38,19,63,52,24
1357,15,11,8,15,6,10,16
1358,9,21,26,21,18,20,13
1359,0,4,2,4,8,11,12
1360,0,0,0,3,1,2,0
1361,2,0,0,1,1,0,0
1362,71,72,72,79,109,117,108
1363,11,13,8,4,14,17,13
1364,1,5,9,8,20,18,5
1365,15,25,16,25,26,30,22
1366,0,1,2,2,2,0,0
1367,1,4,7,8,8,5,5
1368,3,2,0,1,2,5,1
1369,2,4,3,2,4,8,3
1370,6,3,3,5,8,5,7
1371,10,6,12,3,11,3,8
1372,7,8,5,9,6,5,17
1373,11,8,11,5,11,28,22
1374,14,6,12,6,7,9,10
1375,2,1,2,1,2,2,3
1376,87,98,91,83,126,98,84
1377,40,33,27,42,39,55,36
1378,2,6,9,3,10,4,6
1379,0,0,0,1,2,1,0
1380,2,2,6,6,8,10,6
1381,5,4,5,6,9,7,6
1382,1,0,4,1,0,1,1
1383,2,2,2,3,3,0,2
1384,3,3,1,7,4,3,10
1385,3,1,1,2,1,0,0
1386,1,3,5,5,1,3,3
1387,2,1,2,2,2,1,1
1388,28,24,16,22,32,37,23
1389,3,7,5,3,19,10,8
1390,2,1,0,1,0,3,5
1391,2,0,2,2,1,1,0
1392,7,1,22,10,15,14,8
1393,7,10,10,6,18,15,9
1394,3,1,3,1,0,2,1
1395,24,16,14,19,24,19,12
1396,3,1,6,1,1,1,2
1397,30,23,15,24,35,45,41
1398,3,7,5,8,5,8,4
1399,10,9,10,12,22,19,11
1400,3,7,2,0,1,1,1
1401,13,16,13,19,23,18,10
1402,5,1,3,8,6,0,5
1403,2,2,1,0,2,3,2
1404,6,6,9,8,10,3,3
1405,1,0,2,2,1,3,4
1406,1,3,4,2,2,8,4
1407,2,1,5,4,5,4,1
1408,6,2,2,2,6,3,3
1409,56,60,50,29,69,80,87
1410,9,10,8,13,13,14,15
1411,23,24,34,24,36,35,23
1412,5,14,11,15,29,29,22
1413,2,2,5,5,7,5,5
1414,0,0,3,1,1,3,0
1415,1,0,5,3,1,1,4
1416,1,10,4,1,4,6,2
1417,1,2,4,8,16,9,8
1418,2,2,8,3,3,0,2
1419,0,1,5,4,5,10,4
1420,1,1,0,2,1,0,1
1421,7,7,10,9,6,14,4
1422,7,8,13,24,33,25,20
1423,6,2,4,6,11,7,5
1424,22,16,19,12,27,33,36
1425,2,0,2,2,0,0,0
1426,2,2,5,2,0,1,6
1427,186,191,219,220,286,317,311
1428,16,13,16,4,18,13,20
1429,4,4,2,5,0,10,3
1430,0,1,0,1,0,1,1
1431,8,11,14,11,9,10,20
1432,26,31,33,15,30,29,33
1433,1,1,4,4,1,0,1
1434,4,11,11,9,7,9,9
1435,3,8,6,15,7,10,6
1436,10,10,13,6,6,15,9
1437,7,12,26,21,15,21,22
1438,21,41,44,37,49,63,53
1439,9,5,7,5,5,9,3
1440,30,31,24,29,26,18,29
1441,3,6,2,4,2,2,7
1442,5,1,5,3,8,7,3
1443,2,8,10,14,20,9,10
1444,3,6,6,6,5,6,2
1445,0,1,4,2,0,3,6
1446,1,0,3,1,0,0,3
1447,2,1,1,2,1,1,5
1448,37,53,43,37,74,76,59
1449,15,12,16,13,19,16,15
1450,14,11,11,14,22,20,19
1451,5,15,16,16,20,19,10
1452,23,24,30,24,49,45,27
1453,23,23,11,19,37,31,28
1454,16,8,20,15,28,22,19
1455,5,4,4,4,1,1,0
1456,8,8,21,13,12,10,15
1457,1,2,2,3,7,1,6
1458,23,25,35,26,43,44,39
1459,11,13,8,13,19,31,19
1460,8,14,17,7,19,28,4
1461,19,19,16,26,22,31,37
1462,3,2,2,2,4,0,3
1463,2,4,6,3,4,6,2
1464,1,5,5,4,5,3,0
1465,6,4,8,8,17,39,25
1466,6,9,3,6,2,9,5
1467,43,31,48,35,41,40,60
1468,3,3,2,0,9,2,4
1469,59,69,86,70,107,113,98
1470,2,3,9,1,10,8,1
1471,9,11,18,13,27,16,19
1472,6,7,11,6,33,23,6
1473,2,9,2,2,4,3,0
1474,2,6,10,6,5,3,7
1475,16,19,10,20,18,18,16
1476,1,1,1,0,0,1,0
1477,27,35,24,40,24,16,30
1478,333,388,293,224,251,348,262
1479,5,6,10,13,13,8,18
1480,22,41,31,24,26,27,28
1481,26,18,9,8,8,7,8
1482,15,11,24,12,28,35,8
1483,20,26,11,30,21,37,35
1484,25,34,16,27,37,36,25
1485,12,15,19,24,36,30,23
1486,7,4,6,24,17,23,21
1487,1,0,4,3,3,5,2
1488,0,1,0,0,0,0,0
1489,22,33,26,20,31,29,52
1490,30,18,19,33,55,64,62
1491,17,15,15,23,15,18,21
1492,1,3,0,2,7,0,3
1493,2,2,1,2,0,1,0
1494,5,3,8,6,9,4,7
1495,1,0,0,0,1,0,0
1496,3,2,5,5,3,0,1
1497,0,0,0,1,0,1,0
1498,1,1,1,1,6,5,1
1499,0,0,2,2,2,1,1
1500,0,3,1,4,0,0,0
1501,1,0,3,2,2,2,2
1502,4,0,5,4,8,2,3
1503,20,13,17,13,4,6,11
1504,1,2,6,3,0,11,1
1505,1,2,0,0,3,0,1
1506,48,57,58,63,84,76,72
1507,1,1,1,3,2,1,4
1508,0,0,0,0,0,0,0
1509,13,16,14,17,12,15,12
1510,2,1,0,1,2,1,0
1511,4,11,1,2,11,7,9
1512,29,34,55,50,61,55,66
1513,19,19,17,32,41,47,18
1514,6,9,8,5,6,5,8
1515,7,1,5,5,4,5,8
1516,1,3,0,2,1,0,3
1517,7,8,13,5,15,10,13
1518,54,61,55,83,101,95,82
1519,3,12,15,12,15,25,12
1520,2,0,1,1,3,0,2
1521,7,7,5,5,7,6,10
1522,1,3,1,2,5,3,2
1523,8,21,11,8,19,13,25
1524,37,27,20,15,32,36,23
1525,95,83,103,80,118,123,122
1526,5,3,2,1,2,5,2
1527,17,18,17,13,27,16,10
1528,17,10,10,11,17,21,13
1529,4,1,3,1,2,7,5
1530,13,21,25,33,17,28,19
1531,8,8,3,3,12,4,8
1532,7,13,3,6,8,8,17
1533,13,7,11,18,16,17,9
1534,2,1,0,0,0,0,0
1535,16,14,12,12,44,74,51
1536,0,4,1,7,1,1,2
1537,15,9,14,16,40,28,17
1538,19,32,23,21,34,44,30
1539,623,511,963,935,1139,1010,962
1540,9,19,25,27,31,38,25
1541,14,8,9,12,19,10,24
1542,13,14,10,2,7,14,14
1543,3,3,0,0,3,2,5
1544,11,6,9,8,16,15,16
1545,2,3,4,2,0,1,0
1546,2,4,8,2,4,4,5
1547,44,35,34,38,71,64,37
1548,0,1,1,0,1,2,0
1549,2,0,2,2,1,0,0
1550,3,2,2,3,7,0,6
1551,10,15,25,21,27,27,28
1552,18,31,24,25,26,27,19
1553,28,54,34,40,84,66,51
1554,7,10,4,4,11,11,8
1555,3,5,8,12,3,3,1
1556,4,8,4,7,5,14,8
1557,30,50,46,43,77,63,45
1558,0,1,0,2,5,0,3
1559,35,42,42,54,58,63,60
1560,26,26,36,47,58,35,37
1561,3,1,3,1,1,4,4
1562,1,6,8,5,5,4,2
1563,2,5,4,4,3,0,7
1564,16,23,17,13,16,21,21
1565,3,2,6,2,2,2,2
1566,1,0,1,1,1,0,2
1567,7,3,2,5,2,5,1
1568,34,12,10,5,51,30,19
1569,0,1,1,1,0,3,2
1570,0,0,4,1,2,1,0
1571,8,4,13,8,4,2,9
1572,29,42,26,16,27,22,19
1573,5,5,4,1,3,0,9
1574,9,10,13,6,8,21,21
1575,6,3,3,4,15,8,3
1576,23,50,43,23,35,39,29
1577,6,6,7,6,9,22,18
1578,0,3,0,0,1,3,2
1579,11,21,12,19,17,17,20
1580,4,1,3,2,11,5,4
1581,5,5,9,3,7,11,4
1582,7,12,13,8,14,11,8
1583,19,30,14,28,17,19,17
1584,4,4,2,0,2,1,0
1585,1,5,2,6,11,7,6
1586,32,24,22,30,37,37,32
1587,7,14,7,14,14,13,9
1588,21,27,18,28,20,30,14
1589,5,0,5,1,5,6,3
1590,30,20,32,27,30,33,40
1591,6,7,14,6,23,13,9
1592,8,8,12,7,6,15,7
1593,14,6,11,13,19,16,20
1594,19,7,13,24,11,12,11
1595,151,142,155,145,194,180,218
1596,11,2,5,6,4,4,3
1597,3,9,11,5,13,6,6
1598,0,0,0,0,0,1,0
1599,6,2,3,0,4,0,7
1600,4,2,2,1,4,7,1
1601,6,3,15,6,9,3,11
1602,9,8,5,9,10,8,1
1603,8,12,15,21,9,18,17
1604,10,13,9,19,11,16,10
1605,13,9,9,14,27,20,19
1606,8,9,6,5,7,2,8
1607,7,7,12,5,10,20,9
1608,5,8,4,3,3,6,0
1609,9,13,10,8,9,6,8
1610,7,5,4,9,11,12,12
1611,9,8,2,9,28,25,21
1612,0,0,0,2,1,0,0
1613,0,0,0,1,0,0,1
1614,12,11,16,11,10,19,9
1615,0,2,1,2,0,0,0
1616,11,11,11,13,25,24,25
1617,0,2,2,2,2,3,0
1618,17,14,17,16,28,25,26
1619,15,9,6,9,4,5,11
1620,3,2,8,5,6,4,10
1621,3,5,6,5,1,3,13
1622,1,0,1,1,3,0,0
1623,24,21,21,31,42,33,29
1624,43,49,51,47,53,72,48
1625,0,2,2,0,1,1,0
1626,8,3,5,8,2,18,2
1627,10,22,15,9,13,24,36
1628,1,4,1,4,3,4,1
1629,55,50,57,77,125,77,87
1630,7,5,7,5,5,13,8
1631,6,13,13,9,15,14,4
1632,2,0,0,2,0,0,1
1633,16,16,27,17,42,36,41
1634,1,4,3,7,4,9,5
1635,8,10,8,8,9,6,11
1636,6,4,10,4,4,5,6
1637,1,0,2,1,3,2,2
1638,3,4,2,3,10,7,0
1639,33,30,34,36,49,50,53
1640,1,2,0,0,2,0,2
1641,2,5,7,6,4,5,7
1642,17,12,17,19,16,17,32
1643,10,21,19,20,13,12,9
1644,17,12,26,7,10,9,11
1645,9,14,8,6,13,13,9
1646,62,60,38,50,75,89,69
1647,23,9,17,22,16,29,19
1648,1,0,0,2,3,1,3
1649,30,15,21,26,29,23,19
1650,10,5,9,5,9,12,7
1651,11,13,24,24,23,22,30
1652,4,2,3,3,7,5,4
1653,5,0,4,2,2,3,6
1654,18,13,17,22,32,26,13
1655,5,4,5,7,6,6,7
1656,2,6,13,7,9,8,5
1657,2,3,0,2,0,3,1
1658,7,9,12,6,18,11,9
1659,11,7,11,8,16,13,22
1660,21,15,18,23,22,52,25
1661,7,16,6,8,11,10,8
1662,11,10,22,11,13,39,15
1663,13,15,9,12,19,34,32
1664,13,17,18,31,29,32,9
1665,3,0,0,0,1,1,0
1666,20,18,15,24,47,48,42
1667,10,15,17,16,23,11,18
1668,2,1,1,2,2,1,6
1669,7,2,5,2,5,7,5
1670,468,500,527,601,885,708,736
1671,6,5,3,7,11,5,4
1672,38,21,43,54,70,65,68
1673,19,24,21,31,44,30,37
1674,5,3,5,7,10,9,5
1675,5,3,4,2,5,5,3
1676,1,1,0,1,0,0,0
1677,651,664,636,843,1093,1104,1014
1678,5,1,1,2,2,1,10
1679,7,5,5,6,10,5,3
1680,1,1,1,0,0,2,3
1681,2,3,3,0,6,2,2
1682,10,17,7,12,12,6,17
1683,3,13,5,5,10,7,10
1684,5,3,2,8,16,9,12
1685,6,4,12,6,9,17,8
1686,2,0,0,0,0,0,1
1687,13,8,7,7,13,18,13
1688,2,3,4,0,4,5,4
1689,21,10,14,27,42,19,15
1690,17,30,25,16,33,36,68
1691,0,1,2,2,3,6,0
1692,48,43,48,62,72,224,131
1693,2,2,1,1,0,7,2
